"crop_name","country_iso2","country_name","year","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us","compose_index"
"Sago palm","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00449484603349312
"Sago palm","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00469963100771744
"Sago palm","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00491597527124302
"Sago palm","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,NA
"Salsify","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Salsify","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Salsify","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Salsify","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Sapodilla","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Sapodilla","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Sapodilla","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Sapodilla","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Savory","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Savory","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Savory","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Savory","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Service tree","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Service tree","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Service tree","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Service tree","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Sesame","","World","2010",8221041,4321616,1381076,2013820,1360412,1826151,0.92,6,0.11,0.61,3964.363358,0.0132378775744321
"Sesame","","World","2011",8386582,4712193,1495627,2217092,1445384,2017976,0.87,6,0.1,0.6,3756.219943,0.0134086063676322
"Sesame","","World","2012",8544712,5406592,1438384,2189261,1509340,2106062,0.83,6,0.1,0.57,4109.073155,0.013321622306276
"Sesame","","World","2013",10067667,6005553,1546749,2934012,1667555,2890985,NA,NA,NA,NA,5044.788753,NA
"Shala tree","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00298230443775835
"Shala tree","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00334064708994266
"Shala tree","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00335193658758293
"Shala tree","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,NA
"Sisal","","World","2010",419832,389878,NA,NA,NA,NA,NA,NA,NA,NA,191.831348,NA
"Sisal","","World","2011",432137,408518,NA,NA,NA,NA,NA,NA,NA,NA,249.011861,NA
"Sisal","","World","2012",398660,228795,NA,NA,NA,NA,NA,NA,NA,NA,135.853819,NA
"Sisal","","World","2013",300764,266947,NA,NA,NA,NA,NA,NA,NA,NA,134.062858,NA
"Snake plant","","World","2010",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,NA
"Snake plant","","World","2011",382836,281306,NA,NA,NA,NA,NA,NA,NA,NA,102.302727,NA
"Snake plant","","World","2012",389075,284142,NA,NA,NA,NA,NA,NA,NA,NA,93.506102,NA
"Snake plant","","World","2013",387491,285396,NA,NA,NA,NA,NA,NA,NA,NA,89.382532,NA
"Sorghum","","World","2010",42175294,60123538,6782806,1531648,6318264,1162045,10,30,0.9,0.31,14156.54843,0.0330826306436106
"Sorghum","","World","2011",42173015,56651554,6805500,2051660,6274626,1717322,10.09,31,0.91,0.31,15495.894654,0.0343237627345924
"Sorghum","","World","2012",39261445,57183553,6100295,1759491,6516706,1597220,9.48,29,0.85,0.29,15952.041561,0.0326391536413755
"Sorghum","","World","2013",43891889,61752570,6927012,2164561,6403897,1603500,NA,NA,NA,NA,16200.44767,NA
"Sorrel","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Sorrel","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Sorrel","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Sorrel","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Soursop","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Soursop","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Soursop","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Soursop","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Soybeans","","World","2010",102767841,264942943,168588347,78692698,173470327,75569346,13.57,97,1.3,9.83,102063.598995,0.369349696816109
"Soybeans","","World","2011",103757324,261436988,165572474,91897264,166385740,87245673,13.84,99,1.31,10.1,114336.985448,0.391666646608324
"Soybeans","","World","2012",105350564,241185392,169380837,101450488,167272963,93683953,13.8,97,1.36,9.93,120674.341134,0.404117251456339
"Soybeans","","World","2013",111018715,277537300,175301842,107519554,179141909,100414965,NA,NA,NA,NA,124809.026138,NA
"Spinach","","World","2010",844718,20335174,112015,168862,107602,149217,283.67,71,3.79,0.59,7717.435788,0.129112887878689
"Spinach","","World","2011",863290,21184463,130828,190044,111233,167991,286.58,71,3.82,0.6,11785.567473,0.131404261131928
"Spinach","","World","2012",884621,22141613,152088,207653,138198,198146,296.09,73,3.93,0.61,19161.729757,0.137387791674909
"Spinach","","World","2013",919494,23274869,165829,252110,152436,245193,NA,NA,NA,NA,12219.898208,NA
"Strawberries","","World","2010",317621,6567872,719726,1983416,817118,1866157,65.96,28,0.34,0.33,12348.804812,0.0366508179750835
"Strawberries","","World","2011",338249,6726355,774413,2269272,770062,2140292,68.08,29,0.35,0.34,20216.916509,0.0400970799331582
"Strawberries","","World","2012",345348,7382136,919454,2502883,852369,2324027,70.36,30,0.36,0.35,13800.147367,0.0398424742871838
"Strawberries","","World","2013",369705,7877787,887968,2530292,839151,2330136,NA,NA,NA,NA,15333.621751,NA
"Strawberry tree","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Strawberry tree","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Strawberry tree","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Strawberry tree","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Sugar apple","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Sugar apple","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Sugar apple","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Sugar apple","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Sugar beets","","World","2010",4694052,228306986,1072798,63375,852299,43467,0.02,0,0,0,12153.247515,0.0152270302728821
"Sugar beets","","World","2011",5073089,278726573,1058653,84353,1361134,98721,0.02,0,0,0,16274.332844,0.0189378732771445
"Sugar beets","","World","2012",4834267,269539263,947198,74211,966003,78883,0.02,0,0,0,15360.614314,0.0180829170368559
"Sugar beets","","World","2013",4352472,247680490,796758,66466,598665,45610,NA,NA,NA,NA,13616.651724,NA
"Sugarcane","","World","2010",23679835,1683040035,0,0,0,0,11.89,3,0.02,0.02,78997.189483,0.108434177405207
"Sugarcane","","World","2011",25537996,1794327152,0,0,0,0,12.5,4,0.02,0.02,86373.31868,0.116260801663874
"Sugarcane","","World","2012",26062039,1830940831,0,0,0,0,12.75,4,0.02,0.02,106859.264065,0.123485037704712
"Sugarcane","","World","2013",26911359,1901685780,0,0,0,0,NA,NA,NA,NA,85974.952275,NA
"Sunflowers","","World","2010",23069510,31453155,14585356,9798016,14034888,8849137,3.99,34,0.02,3.8,13111.10553,0.0701403967894306
"Sunflowers","","World","2011",25649159,40135571,16904198,14623490,17738454,14326066,4.03,35,0.02,3.87,20113.164321,0.0828023935405593
"Sunflowers","","World","2012",25071000,36607614,21316042,17179960,22146970,16511323,4.22,36,0.03,4.03,19755.273109,0.0899427785863425
"Sunflowers","","World","2013",26160203,45295576,19331680,16541356,20432213,16004866,NA,NA,NA,NA,21039.067854,NA
"Sunn hemp","","World","2010",174067,260086,NA,NA,NA,NA,NA,NA,NA,NA,111.560907,NA
"Sunn hemp","","World","2011",177187,273679,NA,NA,NA,NA,NA,NA,NA,NA,134.392861,NA
"Sunn hemp","","World","2012",167191,260262,NA,NA,NA,NA,NA,NA,NA,NA,119.172125,NA
"Sunn hemp","","World","2013",178613,253350,NA,NA,NA,NA,NA,NA,NA,NA,105.200735,NA
"Sweetpotatoes","","World","2010",8316374,102433607,243069,172309,207626,148886,21.75,21,0.23,0.06,32776.95361,0.0268332368477386
"Sweetpotatoes","","World","2011",8342231,105401235,266062,209144,230863,180960,21.65,21,0.23,0.06,33595.275387,0.0272239790012026
"Sweetpotatoes","","World","2012",8111367,101813946,274616,210154,240036,174676,22.06,21,0.23,0.06,31534.816278,0.0266133000365425
"Sweetpotatoes","","World","2013",8367051,103399006,303549,252110,256988,218010,NA,NA,NA,NA,27586.390058,NA
"Sword bean","","World","2010",4832256,3595071,NA,NA,NA,NA,NA,NA,NA,NA,2323.360526,NA
"Sword bean","","World","2011",4996230,3640423,NA,NA,NA,NA,NA,NA,NA,NA,2533.337487,NA
"Sword bean","","World","2012",5877968,4217669,NA,NA,NA,NA,NA,NA,NA,NA,3029.011416,NA
"Sword bean","","World","2013",6044349,4562293,NA,NA,NA,NA,NA,NA,NA,NA,3269.198798,NA
"Tallowtree","","World","2010",397954,957271,2133228,1665731,2308527,1724302,NA,NA,NA,NA,NA,NA
"Tallowtree","","World","2011",395000,950000,1959320,2181099,2022072,2171066,NA,NA,NA,NA,NA,NA
"Tallowtree","","World","2012",406737,985000,1393316,1441311,1603005,1594353,NA,NA,NA,NA,NA,NA
"Tallowtree","","World","2013",405000,995000,1217016,1118413,1546561,1404000,NA,NA,NA,NA,NA,NA
"Tamarind","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Tamarind","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Tamarind","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Tamarind","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Taro","","World","2010",1355872,9465410,NA,NA,NA,NA,5.12,6,0.08,0.01,3384.73314,NA
"Taro","","World","2011",1255771,9548644,NA,NA,NA,NA,5.28,6,0.08,0.01,3907.70727,NA
"Taro","","World","2012",1432461,9865741,NA,NA,NA,NA,5.48,6,0.08,0.01,3496.069491,NA
"Taro","","World","2013",1419767,9642307,NA,NA,NA,NA,NA,NA,NA,NA,3959.162257,NA
"Tarragon","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Tarragon","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Tarragon","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Tarragon","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Tea","","World","2010",3156606,4622149,1719606,5686665,2022762,6401671,2,1,0.2,NA,10283.546196,NA
"Tea","","World","2011",3403067,4839876,1899444,6628782,1983292,6610275,2.13,1,0.21,NA,12040.047917,NA
"Tea","","World","2012",3508496,5042073,1934971,6800463,1805977,6316770,2.28,1,0.23,NA,12539.588964,NA
"Tea","","World","2013",3627510,5329138,1893353,7139831,2051373,7576418,NA,NA,NA,NA,13608.469593,NA
"Teff","","World","2010",36016793,32805831,404750,151767,382999,125300,9.58,29,0.76,0.3,10175.829125,0.0239231531527155
"Teff","","World","2011",33977510,27058875,335675,151255,384395,145625,9.18,27,0.73,0.28,9076.185389,0.0222991765137298
"Teff","","World","2012",31252411,26649147,343168,146524,368144,129610,9.02,27,0.71,0.28,9792.355746,0.0219420127023725
"Teff","","World","2013",31216989,26413944,348129,170993,280492,117230,NA,NA,NA,NA,8938.717089,NA
"Tepary bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0388305996197066
"Tepary bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0417798339780543
"Tepary bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0403445593342933
"Tepary bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,NA
"Thyme","","World","2010",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,0.00689873755178973
"Thyme","","World","2011",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,0.00802373365166285
"Thyme","","World","2012",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,0.00786814984757525
"Thyme","","World","2013",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,NA
"Tobacco","","World","2010",3948518,6942801,6863138,54493512,6909953,48720264,NA,NA,NA,NA,15432.990923,NA
"Tobacco","","World","2011",4220313,7480249,6900228,61513851,7042284,53568089,NA,NA,NA,NA,17300.416459,NA
"Tobacco","","World","2012",4172892,7591235,7400662,63192033,7535775,55674711,NA,NA,NA,NA,20096.943425,NA
"Tobacco","","World","2013",4262548,7615414,7115226,62741988,7511269,58547076,NA,NA,NA,NA,20322.261517,NA
"Triticale","","World","2010",4006643,13740395,467523,88171,534444,109366,2.12,6,0.18,0.02,2293.441928,0.00500204661367008
"Triticale","","World","2011",3847757,13556983,274850,79786,347954,104847,2.17,7,0.18,0.02,3043.382668,0.00524627970061556
"Triticale","","World","2012",3639362,13651756,384016,116093,551618,173724,2.06,6,0.17,0.02,3229.976028,0.0051743045839078
"Triticale","","World","2013",3807485,14463671,590177,163565,719580,195735,NA,NA,NA,NA,3035.820389,NA
"Tung nuts","","World","2010",173120,495862,NA,NA,NA,NA,0.34,1,0.07,0.09,106.490185,NA
"Tung nuts","","World","2011",176300,500607,NA,NA,NA,NA,0.38,1,0.08,0.09,133.767874,NA
"Tung nuts","","World","2012",173053,491479,NA,NA,NA,NA,0.38,1,0.08,0.09,127.70688,NA
"Tung nuts","","World","2013",173154,483008,NA,NA,NA,NA,NA,NA,NA,NA,217.805546,NA
"Turmeric","","World","2010",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,0.00689873755178973
"Turmeric","","World","2011",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,0.00802373365166285
"Turmeric","","World","2012",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,0.00786814984757525
"Turmeric","","World","2013",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,NA
"Turnips","","World","2010",1168725,34956864,0,0,0,0,283.67,71,3.79,0.59,10765.01962,0.130351634045978
"Turnips","","World","2011",1204414,36565572,0,0,0,0,286.58,71,3.82,0.6,12572.877126,0.132057565873564
"Turnips","","World","2012",1192622,37291861,0,0,0,0,296.09,73,3.93,0.61,12749.252558,0.1361038585919
"Turnips","","World","2013",1141554,38033338,0,0,0,0,NA,NA,NA,NA,14694.028918,NA
"Ulluco","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00449484603349312
"Ulluco","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00469963100771744
"Ulluco","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00491597527124302
"Ulluco","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,NA
"Vanilla","","World","2010",85844,8282,6560,129419,4143,88839,1.8,6,0.19,0.16,22.487048,0.00424868807578673
"Vanilla","","World","2011",94586,8629,6319,123541,5413,112613,2.09,7,0.23,0.19,18.83971,0.00501586100112101
"Vanilla","","World","2012",98692,8079,7165,142216,5022,95764,2.04,7,0.22,0.19,16.519255,0.0049440144346993
"Vanilla","","World","2013",95838,7627,7665,214335,5187,167115,NA,NA,NA,NA,16.218146,NA
"Velvet bean","","World","2010",4832256,3595071,NA,NA,NA,NA,NA,NA,NA,NA,2323.360526,NA
"Velvet bean","","World","2011",4996230,3640423,NA,NA,NA,NA,NA,NA,NA,NA,2533.337487,NA
"Velvet bean","","World","2012",5877968,4217669,NA,NA,NA,NA,NA,NA,NA,NA,3029.011416,NA
"Velvet bean","","World","2013",6044349,4562293,NA,NA,NA,NA,NA,NA,NA,NA,3269.198798,NA
"Velvet leaf","","World","2010",174067,260086,NA,NA,NA,NA,NA,NA,NA,NA,111.560907,NA
"Velvet leaf","","World","2011",177187,273679,NA,NA,NA,NA,NA,NA,NA,NA,134.392861,NA
"Velvet leaf","","World","2012",167191,260262,NA,NA,NA,NA,NA,NA,NA,NA,119.172125,NA
"Velvet leaf","","World","2013",178613,253350,NA,NA,NA,NA,NA,NA,NA,NA,105.200735,NA
"Vetch","","World","2010",501192,746025,0,0,0,0,NA,NA,NA,NA,221.047197,NA
"Vetch","","World","2011",581500,940049,0,0,0,0,NA,NA,NA,NA,297.777779,NA
"Vetch","","World","2012",659731,945145,0,0,0,0,NA,NA,NA,NA,356.971571,NA
"Vetch","","World","2013",553299,932990,0,0,0,0,NA,NA,NA,NA,332.527048,NA
"Walnuts","","World","2010",1014747,2767609,349302,1485676,405704,1733242,6.02,15,0.4,1.15,9989.665293,0.022444708032422
"Walnuts","","World","2011",1128804,3198938,364856,1929983,431661,2307686,6.34,16,0.42,1.24,13828.338579,0.0254504214281211
"Walnuts","","World","2012",1227336,3660147,389317,2124553,453221,2461072,6.39,16,0.42,1.23,16353.028246,0.0263403739121511
"Walnuts","","World","2013",986211,3007937,410259,2353486,494791,2768356,NA,NA,NA,NA,12740.092856,NA
"Watercress","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Watercress","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Watercress","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Watercress","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Watermelons","","World","2010",3377110,101210728,2469944,1103002,3183432,1278651,65.96,28,0.34,0.33,44648.35359,0.0498823099942566
"Watermelons","","World","2011",3362092,102402246,2422279,1081986,2741732,1164399,68.08,29,0.35,0.34,49440.929324,0.0519227620697321
"Watermelons","","World","2012",3327671,105257242,2570801,1111153,2973344,1258588,70.36,30,0.36,0.35,51114.530864,0.0536922625922072
"Watermelons","","World","2013",3358842,108078173,2596456,1311745,2815435,1364429,NA,NA,NA,NA,37728.019531,NA
"Wheat","","World","2010",215500007,640327135,328581241,86967121,325958562,77588945,180.06,530,15.99,2.42,152900.701151,0.639365402720108
"Wheat","","World","2011",220487954,697697675,335970849,120359874,336012313,110126020,178.81,526,15.88,2.41,194429.887116,0.70588799218606
"Wheat","","World","2012",217774417,672724051,366118647,122287902,369135142,114017800,177.59,522,15.76,2.4,190416.72399,0.721595332101384
"Wheat","","World","2013",218735766,710956882,359210947,125058795,363322191,115894655,NA,NA,NA,NA,198239.699073,NA
"Wildrice","","World","2010",4573353,5624483,NA,NA,NA,NA,2.12,6,0.18,0.02,1568.32234,NA
"Wildrice","","World","2011",3800556,4869357,NA,NA,NA,NA,2.17,7,0.18,0.02,1188.215668,NA
"Wildrice","","World","2012",3949220,5476533,NA,NA,NA,NA,2.06,6,0.17,0.02,1782.852482,NA
"Wildrice","","World","2013",4260313,6150540,NA,NA,NA,NA,NA,NA,NA,NA,1980.689669,NA
"Winged bean","","World","2010",4832256,3595071,NA,NA,NA,NA,NA,NA,NA,NA,2323.360526,NA
"Winged bean","","World","2011",4996230,3640423,NA,NA,NA,NA,NA,NA,NA,NA,2533.337487,NA
"Winged bean","","World","2012",5877968,4217669,NA,NA,NA,NA,NA,NA,NA,NA,3029.011416,NA
"Winged bean","","World","2013",6044349,4562293,NA,NA,NA,NA,NA,NA,NA,NA,3269.198798,NA
"Yams","","World","2010",4929903,56740979,NA,NA,NA,NA,11.46,11,0.18,0.02,17688.092262,NA
"Yams","","World","2011",6534631,53122678,NA,NA,NA,NA,11.64,12,0.19,0.02,17841.63088,NA
"Yams","","World","2012",6677545,53934958,NA,NA,NA,NA,11.76,12,0.19,0.02,18312.842154,NA
"Yams","","World","2013",7308365,57957801,NA,NA,NA,NA,NA,NA,NA,NA,19054.025033,NA
"Yautia, cocoyam","","World","2010",47287,389299,NA,NA,NA,NA,5.12,6,0.08,0.01,158.279381,NA
"Yautia, cocoyam","","World","2011",43567,394203,NA,NA,NA,NA,5.28,6,0.08,0.01,166.752959,NA
"Yautia, cocoyam","","World","2012",47661,447515,NA,NA,NA,NA,5.48,6,0.08,0.01,178.445175,NA
"Yautia, cocoyam","","World","2013",47360,480799,NA,NA,NA,NA,NA,NA,NA,NA,245.320173,NA
"Year bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0388305996197066
"Year bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0417798339780543
"Year bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0403445593342933
"Year bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,NA
"Zucchini","","World","2010",1736070,22763108,892312,967026,568796,600190,283.67,71,3.79,0.59,8028.022937,0.130663255012495
"Zucchini","","World","2011",1780650,23661986,938910,884763,599923,526115,286.58,71,3.82,0.6,8561.915827,0.131906170259893
"Zucchini","","World","2012",1821600,23917255,1158646,1180261,804707,785720,296.09,73,3.93,0.61,8900.281181,0.136502178677288
"Zucchini","","World","2013",1851136,24522500,1210850,1292064,1179516,1256161,NA,NA,NA,NA,9673.60717,NA
